Id,Дата визита,Пол,UTM Term,Возраст,Визиты,Посетители,Глубина просмотра,Среднее время на сайте_сек,Средний доход покупки_RUB,Добавили в корзину,Количество покупок,Новые посетители, , , , , , , , , , , 
1156,2023-11-11,женский,social,младше 18 лет,1,1,2.00,180.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1157,2023-11-11,женский,search,,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1158,2023-11-11,женский,search,младше 18 лет,1,1,1.00,2.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1159,2023-11-12,,media,25‑34 года,1,1,1.00,14.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1160,2023-11-12,,social,младше 18 лет,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1161,2023-11-12,,social,25‑34 года,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1162,2023-11-12,,social,35‑44 года,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1163,2023-11-12,мужской,media,18‑24 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1164,2023-11-12,мужской,search,55 лет и старше,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1165,2023-11-12,женский,,35‑44 года,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1166,2023-11-12,женский,din,,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1167,2023-11-12,женский,media,младше 18 лет,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1168,2023-11-12,женский,media,45-54 года,1,1,1.00,19.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1169,2023-11-12,женский,social,,1,1,11.00,268.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1170,2023-11-12,женский,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1171,2023-11-12,женский,search,35‑44 года,1,1,2.00,164.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1172,2023-11-12,женский,search,45-54 года,1,1,1.00,27.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1173,2023-11-12,женский,search,55 лет и старше,1,1,1.00,179.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1174,2023-11-13,,media,младше 18 лет,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1175,2023-11-13,,media,55 лет и старше,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1176,2023-11-13,,social,25‑34 года,1,1,2.00,38.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1177,2023-11-13,,social,35‑44 года,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1178,2023-11-13,мужской,media,18‑24 года,1,1,2.00,11.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1179,2023-11-13,мужской,search,,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1180,2023-11-13,мужской,search,младше 18 лет,1,1,2.00,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1181,2023-11-13,женский,din,,1,1,1.00,50.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1182,2023-11-14,мужской,---autotargeting|,18‑24 года,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1183,2023-11-14,мужской,din,,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1184,2023-11-14,мужской,media,,1,1,1.00,26.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1185,2023-11-14,мужской,media,младше 18 лет,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1186,2023-11-14,мужской,social,младше 18 лет,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1187,2023-11-14,женский,search,45-54 года,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1188,2023-11-14,женский,search,55 лет и старше,1,1,1.00,28.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1189,2023-11-15,,media,55 лет и старше,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1190,2023-11-15,,social,45-54 года,1,1,20.00,737.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1191,2023-11-15,,search,25‑34 года,1,1,2.00,26.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1192,2023-11-15,мужской,din,25‑34 года,1,1,1.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1193,2023-11-15,мужской,din,55 лет и старше,1,1,1.00,34.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1194,2023-11-15,мужской,search,,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1195,2023-11-15,мужской,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1196,2023-11-15,женский,,45-54 года,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1197,2023-11-15,женский,media,35‑44 года,1,1,3.00,162.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1198,2023-11-15,женский,media,55 лет и старше,1,1,6.00,197.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1199,2023-11-15,женский,social,,1,1,4.00,54.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1200,2023-11-16,,social,35‑44 года,1,1,1.00,28.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1201,2023-11-16,,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1202,2023-11-16,,search,25‑34 года,1,1,4.00,84.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1203,2023-11-16,мужской,,55 лет и старше,1,1,1.00,61.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1204,2023-11-16,мужской,media,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1205,2023-11-16,мужской,search,младше 18 лет,1,1,2.00,26.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1206,2023-11-16,женский,media,25‑34 года,1,1,5.00,432.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1207,2023-11-16,женский,media,35‑44 года,1,1,6.00,141.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1208,2023-11-17,,search,младше 18 лет,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1209,2023-11-17,,search,18‑24 года,1,1,1.00,24.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1210,2023-11-17,мужской,,55 лет и старше,1,1,3.00,119.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1211,2023-11-17,мужской,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1212,2023-11-17,женский,media,45-54 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1213,2023-11-17,женский,social,,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1214,2023-11-17,женский,search,,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1215,2023-11-18,,din,25‑34 года,1,1,1.00,25.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1216,2023-11-18,,media,,1,1,3.00,48.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1217,2023-11-18,,social,18‑24 года,1,1,3.00,40.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1218,2023-11-18,,search,младше 18 лет,1,1,1.00,378.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1219,2023-11-18,,search,18‑24 года,1,1,1.00,24.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1220,2023-11-18,мужской,media,младше 18 лет,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1221,2023-11-18,мужской,media,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1222,2023-11-18,мужской,social,,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1223,2023-11-18,мужской,social,младше 18 лет,1,1,1.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1224,2023-11-18,мужской,search,,1,1,10.00,231.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1225,2023-11-18,женский,media,45-54 года,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1226,2023-11-18,женский,search,младше 18 лет,1,1,1.00,15.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1227,2023-11-19,,social,18‑24 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1228,2023-11-19,,social,45-54 года,1,1,1.00,14.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1229,2023-11-19,,social,55 лет и старше,1,1,1.00,2.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1230,2023-11-19,мужской,din,55 лет и старше,1,1,1.00,18.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1231,2023-11-19,мужской,media,,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1232,2023-11-19,мужской,media,25‑34 года,1,1,1.00,326.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1233,2023-11-19,мужской,social,,1,1,13.00,1369.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1234,2023-11-19,женский,,18‑24 года,1,1,3.00,32.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1235,2023-11-19,женский,media,18‑24 года,1,1,5.00,259.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1236,2023-11-19,женский,media,25‑34 года,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1237,2023-11-19,женский,media,45-54 года,1,1,2.00,75.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1238,2023-11-20,,social,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1239,2023-11-20,,social,18‑24 года,1,1,8.00,156.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1240,2023-11-20,мужской,,45-54 года,1,1,2.00,238.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1241,2023-11-20,мужской,media,18‑24 года,1,1,15.00,668.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1242,2023-11-20,женский,media,младше 18 лет,1,1,1.00,32.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1243,2023-11-20,женский,media,55 лет и старше,1,1,2.00,106.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1244,2023-11-20,женский,social,младше 18 лет,1,1,1.00,24.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1245,2023-11-21,,media,младше 18 лет,1,1,2.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1246,2023-11-21,,social,18‑24 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1247,2023-11-21,,social,55 лет и старше,1,1,3.00,82.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1248,2023-11-21,мужской,,25‑34 года,1,1,7.00,476.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1249,2023-11-21,мужской,din,55 лет и старше,1,1,2.00,39.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1250,2023-11-21,женский,,55 лет и старше,1,1,3.00,83.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1251,2023-11-21,женский,media,18‑24 года,1,1,3.00,325.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1252,2023-11-21,женский,media,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1253,2023-11-21,женский,social,,1,1,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1254,2023-11-21,женский,social,младше 18 лет,1,1,1.00,27.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1255,2023-11-21,женский,search,,1,1,1.00,28.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1256,2023-11-22,,,,1,1,6.00,92.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1257,2023-11-22,,social,18‑24 года,1,1,3.00,34.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1258,2023-11-22,,social,35‑44 года,1,1,4.00,707.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1259,2023-11-22,,search,35‑44 года,1,1,7.00,1148.00,13970.00,0.00,1.00,0.00,,,,,,,,,,,
1260,2023-11-22,мужской,,35‑44 года,1,1,4.00,255.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1261,2023-11-22,мужской,media,,1,1,3.00,78.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1262,2023-11-22,мужской,media,35‑44 года,1,1,4.00,142.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1263,2023-11-22,женский,media,45-54 года,1,1,2.00,34.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1264,2023-11-22,женский,media,55 лет и старше,1,1,7.00,219.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1265,2023-11-22,женский,search,,1,1,2.00,28.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1266,2023-11-23,,social,18‑24 года,1,1,6.00,733.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1267,2023-11-23,,social,35‑44 года,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1268,2023-11-23,мужской,,45-54 года,1,1,2.00,559.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1269,2023-11-23,мужской,media,18‑24 года,1,1,2.00,25.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1270,2023-11-23,мужской,media,35‑44 года,1,1,28.00,445.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1271,2023-11-23,мужской,social,младше 18 лет,1,1,3.00,14.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1272,2023-11-23,женский,,18‑24 года,1,1,1.00,4.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1273,2023-11-23,женский,,25‑34 года,1,1,3.00,45.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1274,2023-11-24,,social,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1275,2023-11-24,,search,25‑34 года,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1276,2023-11-24,мужской,,25‑34 года,1,1,1.00,3.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1277,2023-11-24,женский,media,18‑24 года,1,1,3.00,54.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1278,2023-11-24,женский,social,,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1279,2023-11-25,,social,25‑34 года,1,1,1.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1280,2023-11-25,,social,55 лет и старше,1,1,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1281,2023-11-25,мужской,media,,1,1,2.00,43.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1282,2023-11-25,женский,media,55 лет и старше,1,1,1.00,16.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1283,2023-11-26,,social,18‑24 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1284,2023-11-26,,search,25‑34 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1285,2023-11-26,мужской,,45-54 года,1,1,7.00,125.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1286,2023-11-26,мужской,din,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1287,2023-11-26,мужской,media,18‑24 года,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1288,2023-11-26,мужской,media,25‑34 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1289,2023-11-26,мужской,media,45-54 года,1,1,4.00,203.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1290,2023-11-26,женский,din,45-54 года,1,1,6.00,238.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1291,2023-11-26,женский,media,,1,1,4.00,86.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1292,2023-11-26,женский,media,25‑34 года,1,1,1.00,89.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1293,2023-11-26,женский,media,45-54 года,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1294,2023-11-27,,social,18‑24 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1295,2023-11-27,,social,35‑44 года,1,1,1.00,8.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1296,2023-11-27,,social,55 лет и старше,1,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1297,2023-11-27,мужской,media,,1,1,7.00,258.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1298,2023-11-27,мужской,media,25‑34 года,1,1,7.00,396.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1299,2023-11-27,мужской,search,младше 18 лет,1,1,2.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1300,2023-11-27,женский,media,45-54 года,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1301,2023-11-27,женский,media,55 лет и старше,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1302,2023-11-27,женский,social,,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1303,2023-11-28,,media,,1,1,1.00,22.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1304,2023-11-28,,social,18‑24 года,1,1,2.00,71.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1305,2023-11-28,,social,35‑44 года,1,1,1.00,5.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1306,2023-11-28,мужской,,45-54 года,1,1,4.00,35.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1307,2023-11-28,мужской,din,35‑44 года,1,1,1.00,15.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1308,2023-11-28,мужской,media,,1,1,6.00,167.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1309,2023-11-28,мужской,media,45-54 года,1,1,2.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1310,2023-11-28,мужской,search,младше 18 лет,1,1,1.00,15.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1311,2023-11-28,женский,,25‑34 года,1,1,4.00,390.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1312,2023-11-28,женский,media,,1,1,1.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1313,2023-11-28,женский,media,18‑24 года,1,1,2.00,24.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1314,2023-11-28,женский,media,35‑44 года,1,1,2.00,9.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1315,2023-11-29,,,,1,1,2.00,130.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1316,2023-11-29,,social,18‑24 года,1,1,15.00,427.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1317,2023-11-29,,social,25‑34 года,1,1,9.00,1939.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1318,2023-11-29,,social,35‑44 года,1,1,5.00,116.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
1319,2023-11-29,,social,55 лет и старше,1,1,8.00,347.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1320,2023-11-29,мужской,,45-54 года,1,1,2.00,1193.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1321,2023-11-29,мужской,media,45-54 года,1,1,10.00,595.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1322,2023-11-29,мужской,search,,1,1,4.00,137.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
1323,2023-11-29,мужской,search,18‑24 года,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1324,2023-11-29,мужской,search,55 лет и старше,1,1,1.00,27.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1325,2023-11-29,женский,media,,1,1,2.00,11.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1326,2023-11-29,женский,media,18‑24 года,1,1,3.00,70.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1327,2023-11-29,женский,social,,1,1,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1328,2023-11-29,женский,social,младше 18 лет,1,1,1.00,28.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1329,2023-11-29,женский,search,18‑24 года,1,1,1.00,14.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1330,2023-11-30,мужской,,45-54 года,1,1,6.00,114.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1331,2023-11-30,мужской,din,55 лет и старше,1,1,11.00,263.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1332,2023-11-30,мужской,media,45-54 года,1,1,2.00,32.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1333,2023-11-30,мужской,social,,1,1,1.00,16.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1334,2023-11-30,мужской,social,младше 18 лет,1,1,3.00,40.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1335,2023-11-30,мужской,search,младше 18 лет,1,1,1.00,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1336,2023-11-30,женский,media,25‑34 года,1,1,5.00,44.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1337,2023-11-30,женский,media,35‑44 года,1,1,1.00,88.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1338,2023-11-30,женский,social,,1,1,1.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
1339,2023-11-30,женский,search,18‑24 года,1,1,1.00,14.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
1340,2023-11-30,женский,search,45-54 года,1,1,2.00,74.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
