Id,Дата визита,Пол,UTM Term,Возраст,Визиты,Посетители,Глубина просмотра,Среднее время на сайте_сек,Средний доход покупки_RUB,Добавили в корзину,Количество покупок,Новые посетители, , , , , , , , , , , 
459,2023-11-09,мужской,din,55 лет и старше,10,9,1.20,35.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
460,2023-11-09,мужской,search,25‑34 года,10,10,2.30,105.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
461,2023-11-09,мужской,search,45-54 года,10,10,1.80,99.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
462,2023-11-09,женский,search,45-54 года,10,9,1.20,22.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
463,2023-11-10,,din,,10,9,1.30,109.00,0.00,1.00,0.00,7.00,,,,,,,,,,,
464,2023-11-10,мужской,search,18‑24 года,10,10,1.20,34.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
465,2023-11-10,мужской,search,35‑44 года,10,9,2.10,205.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
466,2023-11-12,женский,media,25‑34 года,10,9,2.00,241.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
467,2023-11-13,мужской,media,35‑44 года,10,9,3.80,197.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
468,2023-11-13,женский,media,35‑44 года,10,9,1.40,44.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
469,2023-11-15,женский,search,35‑44 года,10,8,2.20,72.00,0.00,1.00,0.00,5.00,,,,,,,,,,,
470,2023-11-16,женский,social,55 лет и старше,10,8,1.90,170.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
471,2023-11-16,женский,search,35‑44 года,10,9,2.10,45.00,0.00,1.00,0.00,7.00,,,,,,,,,,,
472,2023-11-17,женский,search,35‑44 года,10,9,2.70,400.00,23480.00,0.00,1.00,8.00,,,,,,,,,,,
473,2023-11-21,женский,search,25‑34 года,10,10,1.30,18.00,0.00,1.00,0.00,8.00,,,,,,,,,,,
474,2023-11-23,мужской,search,45-54 года,10,10,2.00,40.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
475,2023-11-23,женский,social,18‑24 года,10,9,7.40,409.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
476,2023-11-26,женский,search,45-54 года,10,8,2.00,511.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
477,2023-11-27,мужской,search,55 лет и старше,10,10,2.20,334.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
478,2023-11-27,женский,social,55 лет и старше,10,8,5.10,138.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
479,2023-11-29,мужской,search,45-54 года,10,8,2.00,111.00,0.00,1.00,0.00,8.00,,,,,,,,,,,
480,2023-11-01,женский,media,55 лет и старше,9,6,1.22,55.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
481,2023-11-05,мужской,social,,9,8,2.11,41.00,0.00,1.00,0.00,8.00,,,,,,,,,,,
482,2023-11-07,мужской,din,25‑34 года,9,8,1.56,37.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
483,2023-11-07,мужской,din,45-54 года,9,9,2.11,71.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
484,2023-11-07,мужской,search,35‑44 года,9,9,1.11,14.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
485,2023-11-08,мужской,media,45-54 года,9,9,5.56,384.00,0.00,0.00,0.00,9.00,,,,,,,,,,,
486,2023-11-09,мужской,din,25‑34 года,9,7,6.33,270.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
487,2023-11-09,женский,din,25‑34 года,9,1,1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
488,2023-11-10,женский,search,45-54 года,9,8,2.11,41.00,0.00,1.00,0.00,8.00,,,,,,,,,,,
489,2023-11-11,мужской,search,45-54 года,9,8,1.00,12.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
490,2023-11-11,женский,search,35‑44 года,9,9,1.44,31.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
491,2023-11-12,женский,media,55 лет и старше,9,9,1.33,21.00,0.00,0.00,0.00,9.00,,,,,,,,,,,
492,2023-11-13,мужской,media,25‑34 года,9,8,3.67,107.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
493,2023-11-13,мужской,search,18‑24 года,9,8,1.67,122.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
494,2023-11-13,женский,social,55 лет и старше,9,8,2.56,276.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
495,2023-11-14,мужской,search,45-54 года,9,9,2.11,66.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
496,2023-11-15,мужской,social,,9,7,4.78,147.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
497,2023-11-15,мужской,search,18‑24 года,9,9,1.44,16.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
498,2023-11-15,мужской,search,45-54 года,9,9,2.33,122.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
499,2023-11-17,женский,social,55 лет и старше,9,8,1.56,44.00,0.00,1.00,0.00,7.00,,,,,,,,,,,
500,2023-11-18,мужской,search,18‑24 года,9,8,1.67,42.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
501,2023-11-18,женский,search,45-54 года,9,8,1.56,23.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
502,2023-11-19,мужской,media,55 лет и старше,9,9,3.56,89.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
503,2023-11-20,женский,search,35‑44 года,9,9,1.56,21.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
504,2023-11-22,мужской,search,18‑24 года,9,9,2.44,69.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
505,2023-11-22,мужской,search,45-54 года,9,8,2.44,266.00,171390.00,1.00,1.00,5.00,,,,,,,,,,,
506,2023-11-22,мужской,search,55 лет и старше,9,9,2.11,257.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
507,2023-11-23,,media,,9,9,3.33,72.00,0.00,1.00,0.00,7.00,,,,,,,,,,,
508,2023-11-23,женский,social,55 лет и старше,9,7,1.22,46.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
509,2023-11-25,женский,social,55 лет и старше,9,7,1.78,64.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
510,2023-11-28,мужской,search,25‑34 года,9,9,1.67,237.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
511,2023-11-29,,media,,9,9,4.11,199.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
512,2023-11-29,мужской,search,35‑44 года,9,8,2.56,173.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
513,2023-11-02,женский,media,55 лет и старше,8,4,1.63,145.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
514,2023-11-05,,social,25‑34 года,8,7,3.38,180.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
515,2023-11-07,мужской,search,25‑34 года,8,8,3.38,256.00,16370.00,2.00,1.00,4.00,,,,,,,,,,,
516,2023-11-07,мужской,search,55 лет и старше,8,8,1.00,7.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
517,2023-11-07,женский,din,25‑34 года,8,8,1.13,23.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
518,2023-11-08,мужской,media,25‑34 года,8,8,1.88,126.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
519,2023-11-08,мужской,search,35‑44 года,8,8,2.13,165.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
520,2023-11-08,мужской,search,55 лет и старше,8,8,1.13,57.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
521,2023-11-08,женский,din,55 лет и старше,8,6,1.13,35.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
522,2023-11-09,мужской,din,35‑44 года,8,8,4.00,85.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
523,2023-11-09,женский,search,35‑44 года,8,8,1.63,15.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
524,2023-11-12,мужской,search,45-54 года,8,8,1.38,41.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
525,2023-11-13,мужской,din,55 лет и старше,8,7,1.75,131.00,124480.00,1.00,1.00,1.00,,,,,,,,,,,
526,2023-11-17,женский,search,45-54 года,8,8,2.25,87.00,0.00,3.00,0.00,7.00,,,,,,,,,,,
527,2023-11-18,женский,search,25‑34 года,8,8,1.38,23.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
528,2023-11-19,мужской,search,55 лет и старше,8,8,1.38,36.00,0.00,0.00,0.00,8.00,,,,,,,,,,,
529,2023-11-19,женский,social,55 лет и старше,8,7,2.50,43.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
530,2023-11-20,женский,search,25‑34 года,8,8,2.63,106.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
531,2023-11-21,мужской,media,45-54 года,8,8,2.63,42.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
532,2023-11-21,мужской,search,55 лет и старше,8,8,1.88,150.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
533,2023-11-21,женский,search,18‑24 года,8,7,1.75,104.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
534,2023-11-22,мужской,media,45-54 года,8,7,2.50,299.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
535,2023-11-22,женский,search,25‑34 года,8,7,5.25,266.00,15970.00,1.00,1.00,5.00,,,,,,,,,,,
536,2023-11-22,женский,search,35‑44 года,8,8,1.75,119.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
537,2023-11-23,женский,search,35‑44 года,8,8,1.25,16.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
538,2023-11-26,мужской,search,18‑24 года,8,8,2.00,243.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
539,2023-11-26,женский,search,55 лет и старше,8,5,1.38,261.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
540,2023-11-28,мужской,search,35‑44 года,8,8,1.88,99.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
541,2023-11-28,мужской,search,55 лет и старше,8,8,1.88,90.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
542,2023-11-28,женский,search,45-54 года,8,7,1.25,26.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
543,2023-11-30,мужской,search,35‑44 года,8,8,1.88,98.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
544,2023-11-01,мужской,media,55 лет и старше,7,7,2.86,204.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
545,2023-11-03,мужской,din,45-54 года,7,7,1.57,44.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
546,2023-11-03,мужской,social,,7,6,1.00,20.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
547,2023-11-03,мужской,search,25‑34 года,7,7,3.43,127.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
548,2023-11-04,мужской,din,45-54 года,7,5,2.00,80.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
549,2023-11-04,мужской,search,45-54 года,7,6,1.86,26.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
550,2023-11-06,,din,,7,7,1.71,56.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
551,2023-11-07,женский,din,45-54 года,7,7,1.14,35.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
552,2023-11-07,женский,search,45-54 года,7,6,2.00,83.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
553,2023-11-08,,social,25‑34 года,7,7,3.00,77.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
554,2023-11-08,мужской,media,,7,7,1.00,29.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
555,2023-11-08,мужской,search,18‑24 года,7,7,1.14,16.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
556,2023-11-09,мужской,media,25‑34 года,7,7,1.14,126.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
557,2023-11-09,мужской,media,45-54 года,7,7,2.57,175.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
558,2023-11-09,мужской,social,,7,6,6.00,529.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
559,2023-11-09,мужской,search,18‑24 года,7,6,2.71,402.00,11280.00,2.00,1.00,4.00,,,,,,,,,,,
560,2023-11-10,,media,,7,6,1.14,87.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
561,2023-11-10,мужской,search,45-54 года,7,7,2.86,132.00,0.00,1.00,0.00,5.00,,,,,,,,,,,
562,2023-11-11,мужской,din,25‑34 года,7,7,2.29,46.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
563,2023-11-11,мужской,media,45-54 года,7,7,4.29,173.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
564,2023-11-11,мужской,search,18‑24 года,7,7,2.14,205.00,0.00,2.00,0.00,5.00,,,,,,,,,,,
565,2023-11-13,мужской,social,,7,6,3.71,151.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
566,2023-11-14,мужской,media,55 лет и старше,7,7,2.29,58.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
567,2023-11-15,женский,social,55 лет и старше,7,7,1.14,24.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
568,2023-11-15,женский,search,18‑24 года,7,6,1.29,17.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
569,2023-11-16,мужской,media,55 лет и старше,7,6,4.00,341.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
570,2023-11-18,женский,social,55 лет и старше,7,6,1.00,17.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
571,2023-11-19,,media,,7,7,3.14,136.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
572,2023-11-22,мужской,media,55 лет и старше,7,7,3.00,50.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
573,2023-11-22,женский,search,45-54 года,7,7,3.71,377.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
574,2023-11-23,мужской,search,18‑24 года,7,7,1.71,47.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
575,2023-11-23,женский,search,25‑34 года,7,7,1.14,22.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
576,2023-11-24,женский,search,35‑44 года,7,7,2.00,30.00,0.00,0.00,0.00,7.00,,,,,,,,,,,
577,2023-11-25,мужской,search,18‑24 года,7,7,1.86,241.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
578,2023-11-26,женский,search,25‑34 года,7,6,1.14,13.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
579,2023-11-27,женский,search,45-54 года,7,6,1.00,13.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
580,2023-11-28,женский,search,25‑34 года,7,6,5.00,284.00,80480.00,1.00,1.00,3.00,,,,,,,,,,,
581,2023-11-29,мужской,media,35‑44 года,7,7,4.29,197.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
582,2023-11-29,женский,social,55 лет и старше,7,7,3.43,431.00,36455.00,2.00,2.00,7.00,,,,,,,,,,,
583,2023-11-01,мужской,media,25‑34 года,6,5,1.00,50.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
584,2023-11-01,мужской,search,18‑24 года,6,4,1.17,183.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
585,2023-11-02,,social,25‑34 года,6,6,2.33,55.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
586,2023-11-03,женский,media,55 лет и старше,6,2,1.83,467.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
587,2023-11-04,мужской,din,35‑44 года,6,6,1.00,23.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
588,2023-11-04,мужской,search,35‑44 года,6,6,3.83,179.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
589,2023-11-05,мужской,din,35‑44 года,6,6,1.33,30.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
590,2023-11-05,мужской,search,45-54 года,6,5,1.67,28.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
591,2023-11-06,,social,25‑34 года,6,4,3.50,94.00,94880.00,2.00,1.00,2.00,,,,,,,,,,,
592,2023-11-06,мужской,search,18‑24 года,6,6,1.33,74.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
593,2023-11-06,женский,social,55 лет и старше,6,6,1.17,14.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
594,2023-11-06,женский,search,35‑44 года,6,6,2.00,128.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
595,2023-11-07,,din,,6,6,2.50,80.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
596,2023-11-07,женский,search,35‑44 года,6,6,2.67,87.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
597,2023-11-09,мужской,media,,6,2,1.00,15.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
598,2023-11-09,женский,din,45-54 года,6,4,1.00,21.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
599,2023-11-09,женский,media,35‑44 года,6,6,1.17,171.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
600,2023-11-09,женский,search,25‑34 года,6,6,1.83,48.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
601,2023-11-10,мужской,search,55 лет и старше,6,6,2.83,128.00,0.00,1.00,0.00,5.00,,,,,,,,,,,
602,2023-11-10,женский,search,25‑34 года,6,6,1.83,112.00,0.00,2.00,0.00,3.00,,,,,,,,,,,
603,2023-11-11,,din,,6,5,1.00,6.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
604,2023-11-11,мужской,din,55 лет и старше,6,4,2.00,50.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
605,2023-11-11,женский,media,35‑44 года,6,6,2.50,36.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
606,2023-11-12,мужской,din,55 лет и старше,6,4,3.50,373.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
607,2023-11-12,мужской,media,,6,6,1.83,88.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
608,2023-11-12,женский,din,25‑34 года,6,6,3.50,156.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
609,2023-11-13,женский,search,25‑34 года,6,6,2.67,121.00,0.00,2.00,0.00,5.00,,,,,,,,,,,
610,2023-11-14,мужской,media,35‑44 года,6,6,2.83,55.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
611,2023-11-14,мужской,search,18‑24 года,6,6,1.00,16.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
612,2023-11-14,мужской,search,55 лет и старше,6,5,1.67,28.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
613,2023-11-14,женский,search,25‑34 года,6,6,1.83,20.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
614,2023-11-14,женский,search,35‑44 года,6,6,1.50,76.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
615,2023-11-15,женский,search,25‑34 года,6,6,1.00,8.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
616,2023-11-15,женский,search,45-54 года,6,6,1.17,16.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
617,2023-11-16,мужской,search,18‑24 года,6,6,2.17,199.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
618,2023-11-19,женский,search,18‑24 года,6,6,2.83,32.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
619,2023-11-20,женский,search,55 лет и старше,6,6,1.67,87.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
620,2023-11-21,женский,search,35‑44 года,6,6,1.17,15.00,0.00,0.00,0.00,6.00,,,,,,,,,,,
621,2023-11-22,женский,search,18‑24 года,6,6,2.17,320.00,0.00,1.00,0.00,4.00,,,,,,,,,,,
622,2023-11-23,женский,search,45-54 года,6,6,1.17,39.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
623,2023-11-26,женский,search,35‑44 года,6,6,2.17,45.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
624,2023-11-27,мужской,search,18‑24 года,6,6,2.17,51.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
625,2023-11-27,мужской,search,45-54 года,6,6,1.50,30.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
626,2023-11-27,женский,search,18‑24 года,6,4,1.50,25.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
627,2023-11-28,мужской,social,,6,6,2.17,161.00,0.00,1.00,0.00,6.00,,,,,,,,,,,
628,2023-11-28,мужской,search,18‑24 года,6,5,1.00,12.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
629,2023-11-28,мужской,search,45-54 года,6,6,1.00,17.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
630,2023-11-01,мужской,media,младше 18 лет,5,4,1.00,59.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
631,2023-11-01,мужской,media,35‑44 года,5,3,1.60,38.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
632,2023-11-01,мужской,search,35‑44 года,5,5,2.80,353.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
633,2023-11-01,женский,media,25‑34 года,5,5,1.00,14.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
634,2023-11-02,,social,35‑44 года,5,4,1.60,18.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
635,2023-11-02,женский,social,,5,4,1.40,308.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
636,2023-11-03,мужской,search,18‑24 года,5,5,1.00,17.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
637,2023-11-04,женский,search,25‑34 года,5,5,2.80,75.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
638,2023-11-04,женский,search,35‑44 года,5,5,1.20,24.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
639,2023-11-06,мужской,search,45-54 года,5,5,1.40,49.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
640,2023-11-07,,social,25‑34 года,5,3,2.20,69.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
641,2023-11-07,мужской,social,,5,5,3.00,101.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
642,2023-11-07,женский,din,35‑44 года,5,5,2.80,457.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
643,2023-11-07,женский,media,25‑34 года,5,4,1.00,21.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
644,2023-11-07,женский,media,35‑44 года,5,5,1.20,31.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
645,2023-11-08,мужской,search,45-54 года,5,5,1.60,47.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
646,2023-11-08,женский,media,45-54 года,5,5,1.00,26.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
647,2023-11-09,,social,55 лет и старше,5,1,2.40,25.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
648,2023-11-09,мужской,media,35‑44 года,5,5,1.60,62.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
649,2023-11-09,женский,din,35‑44 года,5,5,1.00,16.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
650,2023-11-09,женский,media,45-54 года,5,5,1.00,12.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
651,2023-11-09,женский,search,18‑24 года,5,5,1.60,25.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
652,2023-11-11,мужской,din,35‑44 года,5,5,6.20,140.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
653,2023-11-11,мужской,search,55 лет и старше,5,5,2.60,75.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
654,2023-11-11,женский,search,18‑24 года,5,5,1.00,8.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
655,2023-11-12,,din,,5,4,2.20,67.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
656,2023-11-12,мужской,din,45-54 года,5,5,1.00,26.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
657,2023-11-12,мужской,media,35‑44 года,5,5,3.80,142.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
658,2023-11-12,женский,media,18‑24 года,5,5,5.20,120.00,0.00,1.00,0.00,5.00,,,,,,,,,,,
659,2023-11-12,женский,media,35‑44 года,5,5,1.80,135.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
660,2023-11-14,мужской,din,45-54 года,5,5,1.00,13.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
661,2023-11-14,женский,media,25‑34 года,5,4,3.20,293.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
662,2023-11-14,женский,media,55 лет и старше,5,5,4.40,309.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
663,2023-11-17,,media,,5,4,2.60,141.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
664,2023-11-21,,media,,5,5,1.60,78.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
665,2023-11-21,женский,search,55 лет и старше,5,5,2.20,44.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
666,2023-11-23,мужской,media,45-54 года,5,5,2.00,109.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
667,2023-11-23,мужской,media,55 лет и старше,5,5,3.40,86.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
668,2023-11-23,мужской,social,,5,4,6.40,240.00,0.00,1.00,0.00,3.00,,,,,,,,,,,
669,2023-11-23,женский,media,25‑34 года,5,5,2.20,46.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
670,2023-11-23,женский,media,35‑44 года,5,4,4.80,237.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
671,2023-11-23,женский,search,18‑24 года,5,5,1.20,15.00,0.00,0.00,0.00,5.00,,,,,,,,,,,
672,2023-11-24,мужской,social,,5,5,1.00,17.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
673,2023-11-26,,social,25‑34 года,5,3,4.60,172.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
674,2023-11-26,мужской,social,,5,3,10.20,272.00,0.00,1.00,0.00,2.00,,,,,,,,,,,
675,2023-11-27,женский,search,35‑44 года,5,5,1.20,29.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
676,2023-11-29,мужской,media,25‑34 года,5,5,9.00,488.00,0.00,1.00,0.00,1.00,,,,,,,,,,,
677,2023-11-29,мужской,search,25‑34 года,5,5,8.80,607.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
678,2023-11-30,мужской,media,55 лет и старше,5,5,1.80,25.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
679,2023-11-01,,social,25‑34 года,4,4,4.00,63.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
680,2023-11-01,женский,media,младше 18 лет,4,4,4.50,180.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
681,2023-11-01,женский,media,35‑44 года,4,4,1.75,43.00,0.00,0.00,0.00,4.00,,,,,,,,,,,
682,2023-11-02,мужской,media,55 лет и старше,4,4,2.75,94.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
683,2023-11-02,мужской,social,,4,4,2.25,18.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
684,2023-11-02,мужской,search,35‑44 года,4,4,3.00,226.00,0.00,0.00,0.00,2.00,,,,,,,,,,,
685,2023-11-02,мужской,search,45-54 года,4,4,2.25,38.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
686,2023-11-04,мужской,din,25‑34 года,4,2,1.00,41.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
687,2023-11-04,женский,din,45-54 года,4,3,2.00,21.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
688,2023-11-04,женский,search,45-54 года,4,3,1.25,29.00,0.00,0.00,0.00,3.00,,,,,,,,,,,
689,2023-11-05,мужской,din,55 лет и старше,4,3,2.25,27.00,0.00,0.00,0.00,1.00,,,,,,,,,,,
690,2023-11-05,мужской,search,18‑24 года,4,3,6.50,434.00,26040.00,1.00,1.00,1.00,,,,,,,,,,,
